剧名称,group_title,发弹幕时刻相对于视频起始时间偏移量,累计点赞数,弹幕内容
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,177480,0,[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,176163,0,添添是来搞笑的
那年冬至,第3集,123346,0,哈哈哈 昭昭转身把被子扯过去那一刻我要笑疯了[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,112331,0,我要被笑死了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,106570,0,好油腻[哭][哭][哭]
幸得相遇离婚时,第5集,68174,0,哥来娶你[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,200085,0,俺不中嘞
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,72830,0,选曲不错
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,241130,0,这个“呀～”的配音好可爱[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,240685,0,李柯以[偷笑]
北往,第1集,31517,0,二哥
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,198951,51,《不要晚恋》
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,130215,0,辈分乱了！
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,113801,0,全能的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,205103,0,寒寒变憨憨了[笑哭]
北往,第1集,232936,0,我也决定了，骑车回家，至少家里还有爸妈[哭]
家里家外,第2集,34004,3,二刷
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,42446,0,羊水穿刺就完了呗
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,93649,0,我嘞个豆，谁你都撩啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,185926,0,兵哥哥也帅
天下第一纨绔,第3集,80781,0,后妈！你们懂得
北往,第5集,20667,0,周口人
北往,第1集,46097,2,老皮真是好演员
北往,第5集,151336,1,这俩东北老爷们搁一块了太招笑了两倍的快乐
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,33692,0,耳朵都红了[笑哭]这个角色好难为情吗[笑哭][笑哭][笑哭]
家里家外,第3集,90616,0,[顶帖][顶帖]
那年冬至,第3集,110189,0,女主暗恋吗？
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,97063,0,这一部电视剧我已经等了快一两个月了，还不止呢，我提前预约的
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,195766,0,英宝背上书包好可爱呀[偷笑]
那年冬至,第5集,67679,0,哈哈哈，一看又是伏笔噜[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,7346,7,陈添翔好好看
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,170860,0,开局暴击
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,21583,14,英宝不愧国家二级演员，演的真好
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,80928,0,（真）小王子
撕夜,第3集,20549,0,我已经100刷
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,197878,0,笑死了俺不中了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,108931,0,喜欢女人老的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,1282,0,完了，笑成狗粮了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,79364,0,好帅好帅
那年冬至,第1集,1430,0,回评，超级无敌好看[鼓掌][鼓掌][鼓掌]
那年冬至,第4集,88575,0,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,32187,0,但我还是会爱他的钱
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,250801,0,长的好乖啊[偷笑]
天下第一纨绔,第1集,8750,0,[赞]
家里家外,第1集,56986,0,学川渝话[笑哭][笑哭]
那年冬至,第3集,2168,0,做哥做姐有合作吗 有什么作品好看[偷笑][偷笑][偷笑]
荒年全村啃树皮，我有系统满仓肉,第1集,58013,0,要穿越了，要穿越了[鼓掌][鼓掌][鼓掌]
北往,第5集,137400,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,94232,0,十八岁到八十岁都不放过？[捂脸]
撕夜,第2集,5428,0,有没有一总可能 激素能让脑洞大开[捂脸]
幸得相遇离婚时,第3集,162072,7,盛夏芬德拉真的好好看 前面本来想划走 看到男主是他才继续看的
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,176892,0,又不考试，紧张啥，老年大学不就是来玩的吗[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,13026,0,终于等到了[没看够][没看够][没看够]
撕夜,第4集,22954,0,这么快就好了？[笑哭][爱慕][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,17365,0,终于来了[没看够]
家里家外,第4集,75942,2,[捂脸][捂脸][捂脸]
北往,第1集,48634,0,这刘晨
家里家外,第5集,80169,0,进入正戏啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,260525,0,不是，现在蛋仔派对还挺火哈，都有广告了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,91469,0,我是一个传统的女人
天下第一纨绔,第1集,290557,0,生死符 低配版[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,15812,0,四即将上线
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,141585,0,打脸真快
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,70164,0,额
那年冬至,第5集,46811,0,怎么感觉京烁一股娇夫感[偷笑]
家里家外,第3集,81168,0,漂亮的男人，帅气的女人
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,131705,0,[笑哭]
幸得相遇离婚时,第1集,29824,0,有人请回复
那年冬至,第2集,11364,0,[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,229323,0,媳妇真可爱[偷笑]
撕夜,第1集,206892,0,一年了 二刷
荒年全村啃树皮，我有系统满仓肉,第2集,121055,0,[送心][送心][送心]
北往,第4集,52510,0,[偷笑][偷笑]
幸得相遇离婚时,第2集,130531,0,霸总
家里家外,第3集,19307,0,八几年后实行了农业责任制，生活真的慢慢好起来了。
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,115069,0,[捂脸][捂脸][捂脸]我勒个逗
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,188920,0,迪迦奥特曼，变身[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,237890,0,李柯以
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,19138,0,终于来了，等的我好苦[哭]
那年冬至,第3集,35284,0,跳得快了吧，生几个孩子[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,66747,0,好可爱啊
那年冬至,第1集,26600,0,三刷
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,119154,0,给我来一针[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,269607,0,笑s老子了[捂脸][捂脸][捂脸]
幸得相遇离婚时,第3集,118858,0,我是真的吃男主的颜值
天下第一纨绔,第3集,126752,13,顾廷烨呗
那年冬至,第3集,134080,0,[笑哭]要做吗
荒年全村啃树皮，我有系统满仓肉,第3集,5516,0,这个菜挺像熊出没里面的[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,222486,0,哇偶，17郎吗？
北往,第1集,247714,0,刚看就哭了[鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,107484,0,依旧名场面[笑哭]
天下第一纨绔,第4集,163573,2,配乐好[偷笑]
云渺1：我修仙多年强亿点怎么了,第2集,97242,0,当面蛐蛐[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,77528,0,[捂脸]这音乐配的[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,24105,4,这个司机有可能是张丽丽的父亲，也有可能是孩子的父亲
北往,第2集,11598,0,贼喜欢你俩合体
荒年全村啃树皮，我有系统满仓肉,第3集,117902,0,[捂脸][捂脸][捂脸]合理
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,78740,0,好帅
撕夜,第1集,14671,0,二刷了
那年冬至,第2集,4725,0,哈哈哈哈原声好评
幸得相遇离婚时,第3集,105821,0,冬日恋歌[笑哭]
家里家外,第2集,79515,0,就凭花我的钱买的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,96167,0,哈哈[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,88013,0,对的对的。
北往,第2集,108670,0,四川口音
荒年全村啃树皮，我有系统满仓肉,第5集,6732,0,一借粮全跑了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,86304,0,哈哈哈[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,77868,0,英宝，你糊涂呀！
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,7810,0,二刷
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,203336,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,80630,0,太奶666
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,212338,0,[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,51903,0,老婆 老婆呀
那年冬至,第1集,40467,0,等到噜[送花]翅翅帅
荒年全村啃树皮，我有系统满仓肉,第1集,27369,1,周杰伦
北往,第5集,141246,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,245014,0,这个发型神了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,94101,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,92295,0,[笑哭][笑哭][笑哭]
那年冬至,第3集,22015,0,二刷了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,126988,0,但我没记错的话好像上两个好像有一个嗯是被车撞死的
北往,第2集,9229,0,云南仔
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,69793,0,[没看够][笑哭][哭][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,243217,0,颜值都好高啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,64471,0,小王子
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,170565,0,我也不行了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,146429,0,[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,78057,0,终于等到了 ！！！！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,93454,0,有味
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,184816,0,哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,124015,0,熟悉的呼唤[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,130335,0,哈啊啊啊 老三太可爱了吧[大笑]
北往,第1集,162727,0,传统的女人
北往,第1集,15446,0,李世鑫又来当配角了？
家里家外,第5集,142301,5,巴适
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,203954,0,笑裂了
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,74089,49,那个女的没拿到黑卡前[快哭了]，拿到黑卡后[笑]
云渺1：我修仙多年强亿点怎么了,第2集,106778,0,好像看过这个小说
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,14140,0,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,17167,0,可爱的呢
那年冬至,第4集,61073,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,75798,0,(⊙o⊙)哇，不管古装现代装都帅的一批
撕夜,第1集,21235,0,五刷
撕夜,第2集,3607,3,女主的眼睛真好看
北往,第5集,185269,0,[笑哭][笑哭]这种人没心没肺活的最开心
家里家外,第2集,24977,0,这是四川话
那年冬至,第1集,78260,0,a
家里家外,第4集,58308,1,[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,99300,106,大哥口袋里可能有一叠黑卡
北往,第1集,236061,0,赶紧坐火车去吧[笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,98657,0,三少爷品味好重啊
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,129111,0,放手回春。
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,170902,0,都没智商了还撩呢真是骨子里的花花公子[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,257058,0,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,13993,6,啊啊啊终于上啦[爱慕]
那年冬至,第4集,95827,0,看给孩子吓的[吃瓜]
北往,第2集,67661,0,说句实话，虽然是摩托，但油钱应该也够买票了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,74346,0,[赞][赞][赞]
北往,第5集,146084,0,神经哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,78775,0,大哥:我的卡[哭][哭][哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,126429,0,人肉测谎仪
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,199005,0,哈哈哈
撕夜,第1集,210322,1,终于又看到姚冠宇了 好喜欢[没看够][没看够]
北往,第1集,28946,7,皮总和磊总
那年冬至,第5集,73361,0,不叫老婆，小心打脸哦[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,140231,13,神医啊
幸得相遇离婚时,第1集,54374,0,有没有从星夜来的[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,70025,0,扎49天
北往,第1集,28137,0,长剧，甚至电影的感觉
家里家外,第3集,9056,0,这么直接吗[捂脸]
北往,第2集,18684,0,不是往宝清虎林这来么？
北往,第5集,119601,0,笑死[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,30969,0,老四
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,34369,0,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,183246,0,笑死[捂脸]
那年冬至,第1集,182582,0,勇[鼓掌]
天下第一纨绔,第5集,44174,1,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,107345,0,停之停之
天下第一纨绔,第1集,76508,0,[捂脸]
家里家外,第5集,79456,0,真正的四川话
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,242820,0,卷毛添添[送心]
家里家外,第5集,72430,0,科幻片
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,99075,0,妈妈
撕夜,第1集,23844,0,六刷了
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,90477,0,倒反天罡
撕夜,第3集,21721,0,四刷了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,184388,0,可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,78192,0,添添
幸得相遇离婚时,第1集,51103,0,这个闹铃声音跟我的一样 [偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,71757,0,这这这 谁呢[爱慕]席林
北往,第2集,20722,0,这老远
撕夜,第4集,90467,0,装的
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,223236,0,来啦来啦他来啦[盯]
荒年全村啃树皮，我有系统满仓肉,第2集,111658,0,三刷
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,126465,17,看到他叫妈妈就想笑
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,155695,0,拿捏[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,190951,0,我滴妈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,112451,10,鸡肉味[笑哭]
家里家外,第1集,91331,0,二刷了，女主长得真好看[没看够]
家里家外,第4集,59905,0,我也二刷
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,215463,3,太搞笑了吧[捂脸][捂脸]
幸得相遇离婚时,第3集,5640,0,我最愛的藍色生死戀主題曲的中文版[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,245105,0,这个适合添添
北往,第5集,35451,0,野狗
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,179926,0,陈添祥来撩妹了
幸得相遇离婚时,第1集,132342,0,BGM[赞][赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,124541,0,Go 学长这招太狠了
北往,第5集,19222,0,这不吴大娘嘛
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,14310,0,[赞][赞][赞]
